original_order,Image_name,prop_ungerminated,prop_chlorotic,,number_seeds,ungerminated_seeds,chlorotic_seedlings,anything_else_interesting,date
374,1-A-0491.jpg,0,0,,30,0,0,,1/1/2021
375,1-A-0492.jpg,0.266666667,0,,30,8,0,,1/1/2021
376,1-A-0493.jpg,0.1,0.066666667,,30,3,2,,1/1/2021
377,1-A-0495.jpg,0.066666667,0,,30,2,0,,1/1/2021
378,1-A-0496.jpg,0.266666667,0,,30,8,0,,1/1/2021
379,1-A-0497.jpg,0.166666667,0,,30,5,0,,1/9/21
380,1-A-0498.jpg,0.133333333,0,,30,4,0,,1/9/21
381,1-A-0499.jpg,0.133333333,0,,30,4,0,,1/9/21
382,1-A-0500.jpg,0.133333333,0,,30,4,0,,1/9/21
383,1-A-0501.jpg,0.6,0,,30,18,0,,1/9/21
384,1-A-0502.jpg,0.266666667,0.033333333,,30,8,1,,1/9/21
385,1-A-0503.jpg,0.4,0,,30,12,0,,1/9/21
386,1-A-0506.jpg,0.533333333,0,,30,16,0,,1/9/21
387,1-A-0507.jpg,0,0,,30,0,0,,1/9/21
388,1-A-0508.jpg,0.166666667,0,,30,5,0,,1/9/21
389,1-A-0509.jpg,0.1,0,,30,3,0,,1/9/21
390,1-A-0511.jpg,0.166666667,0,,30,5,0,,1/9/21
391,1-A-0512.jpg,0.033333333,0,,30,1,0,,1/9/21
392,1-A-0513.jpg,0.033333333,0,,30,1,0,,1/9/21
393,1-A-0514.jpg,0.066666667,0,,30,2,0,,1/9/21
394,1-A-0515.jpg,0,0,,30,0,0,,1/9/21
395,1-A-0516.jpg,0.133333333,0,,30,4,0,,1/9/21
396,1-A-0517.jpg,0.033333333,0,,30,1,0,,1/9/21
397,1-A-0518.jpg,0.066666667,0,,30,2,0,,1/9/21
398,1-A-0519.jpg,0.233333333,0,,30,7,0,,1/9/21
399,1-A-0520.jpg,0.1,0,,30,3,0,,1/9/21
400,1-A-0522.jpg,0.15,0,,20,3,0,,1/9/21
401,1-A-0523.jpg,0,0,,1,0,0,***,1/9/21
402,1-A-0524.jpg,0.033333333,0,,30,1,0,,1/9/21
403,1-A-0525.jpg,0.133333333,0,,30,4,0,,1/9/21
404,1-A-0526.jpg,0.066666667,0,,30,2,0,,1/9/21
405,1-A-0527.jpg,0.033333333,0,,30,1,0,,1/9/21
406,1-A-0528.jpg,0.566666667,0,,30,17,0,,1/9/21
407,1-A-0529.jpg,0.3,0,,30,9,0,,1/9/21
408,1-A-0530.jpg,0.366666667,0.133333333,,30,11,4,,1/9/21
409,1-A-0531.jpg,0,0,,30,0,0,,1/9/21
410,1-A-0532.jpg,0.033333333,0,,30,1,0,,1/9/21
411,1-A-0533.jpg,0.1,0,,30,3,0,,1/9/21
412,1-A-0535.jpg,0.033333333,0,,30,1,0,,1/9/21
413,1-A-0536.jpg,0.233333333,0,,30,7,0,,1/9/21
414,1-A-0537.jpg,0.333333333,0,,30,10,0,,1/9/21
415,1-A-0538.jpg,0.133333333,0,,30,4,0,,1/9/21
416,1-A-0539.jpg,0,0,,30,0,0,,1/9/21
417,1-A-0540.jpg,0.333333333,0,,30,10,0,,1/9/21
418,1-A-0541.jpg,0.166666667,0,,30,5,0,,1/9/21
419,1-A-0542.jpg,0.133333333,0,,30,4,0,,1/9/21
420,1-A-0543.jpg,0.066666667,0,,30,2,0,,1/9/21
421,1-A-0544.jpg,0.2,0,,30,6,0,,1/9/21
422,1-A-0546.jpg,0.066666667,0,,30,2,0,,1/9/21
423,1-A-0547.jpg,0.1,0,,30,3,0,,1/9/21
424,1-A-0548.jpg,0.2,0,,20,4,0,,1/9/21
425,1-A-0549.jpg,0,0,,12,0,0,*** grown in soil,1/9/21
426,1-A-0550.jpg,0.566666667,0,,30,17,0,,1/9/21
427,1-A-0551.jpg,0.1,0,,30,3,0,,1/9/21
428,1-A-0552.jpg,0.3,0.166666667,,30,9,5,,1/9/21
429,1-A-0554.jpg,0.166666667,0,,30,5,0,,1/9/21
430,1-A-0555.jpg,0.033333333,0,,30,1,0,,1/9/21
431,1-A-0556.jpg,0.1,0,,30,3,0,,1/9/21
432,1-A-0557.jpg,0.133333333,0,,30,4,0,,1/9/21
433,1-A-0558.jpg,0,0,,30,0,0,,1/9/21
434,1-A-0559.jpg,0.066666667,0,,30,2,0,,1/9/21
435,1-A-0560.jpg,0.166666667,0,,12,2,0,,1/9/21
436,1-A-0561.jpg,0.066666667,0,,30,2,0,,1/9/21
437,1-A-0562.jpg,0.066666667,0,,30,2,0,,1/9/21
438,1-A-0563.jpg,0.066666667,0,,30,2,0,,1/9/21
439,1-A-0564.jpg,0.133333333,0,,30,4,0,,1/9/21
440,1-A-0565.jpg,0.133333333,0,,30,4,0,,1/9/21
441,1-A-0566.jpg,0.4,0,,30,12,0,,1/9/21
442,1-A-0567.jpg,0.3,0,,30,9,0,,1/9/21
443,1-A-0568.jpg,0.166666667,0,,30,5,0,,1/9/21
444,1-A-0569.jpg,0.033333333,0,,30,1,0,,1/9/21
445,1-A-0570.jpg,0.033333333,0,,30,1,0,,1/9/21
446,1-A-0571.jpg,0.033333333,0,,30,1,0,,1/9/21
447,1-A-0572.jpg,0,0,,30,0,0,,1/9/21
448,1-A-0573.jpg,0.266666667,0,,30,8,0,,1/9/21
449,1-A-0574.jpg,0.083333333,0,,12,1,0,,1/9/21
450,1-A-0575.jpg,0.033333333,0,,30,1,0,,1/9/21
451,1-A-0576.jpg,0.233333333,0,,30,7,0,,1/9/21
452,2-A-0577.jpg,0,0,,12,0,0,interesting geno,1/9/21
453,2-A-0578.jpg,0,0,,12,0,0,^^,1/9/21
454,2-A-0579.jpg,0.090909091,0,,11,1,0,^^,1/9/21
455,2-A-0580.jpg,0.166666667,0,,12,2,0,,1/9/21
456,2-A-0581.jpg,0.083333333,0,,12,1,0,,1/9/21
457,2-A-0582.jpg,0,0,,12,0,0,,1/9/21
458,2-A-0583.jpg,0.083333333,0,,12,1,0,,1/9/21
459,2-A-0584.jpg,0.25,0,,12,3,0,,1/9/21
460,2-A-0585.jpg,0.166666667,0,,12,2,0,,1/9/21
461,2-A-0586.jpg,0.5,0,,12,6,0,,1/9/21
462,2-A-0587.jpg,0.083333333,0,,12,1,0,...,1/9/21
463,2-A-0588.jpg,0,0,,12,0,0,,1/9/21
464,2-A-0589.jpg,0,0,,12,0,0,,1/9/21
465,2-A-0590.jpg,0.25,0,,12,3,0,,1/9/21
466,2-A-0591.jpg,0.166666667,0,,12,2,0,,1/9/21
467,2-A-0592.jpg,0,0,,12,0,0,,1/9/21
468,2-A-0594.jpg,0.333333333,0,,12,4,0,,1/9/21
469,2-A-0595.jpg,0,0,,12,0,0,end,1/9/21
470,2-A-0596.jpg,0,0.166666667,,12,0,2,inverted seedling,1/9/21
471,2-A-0597.jpg,0.083333333,0,,12,1,0,restart,1/9/21
472,2-A-0598.jpg,0,0,,12,0,0,,1/9/21
473,2-A-0600.jpg,0,0,,12,0,0,,1/9/21
474,2-A-0602.jpg,0,0,,12,0,0,,1/9/21
475,2-A-0603.jpg,0,0,,12,0,0,,1/9/21
476,2-A-0604.jpg,0,0,,12,0,0,,1/9/21
477,2-A-0605.jpg,0,0,,12,0,0,,1/9/21
478,2-A-0606.jpg,0,0,,12,0,0,,1/9/21
479,2-A-0607.jpg,0,0,,12,0,0,,1/9/21
480,2-A-0608.jpg,0,0,,12,0,0,,1/9/21
481,2-A-0609.jpg,0,0,,12,0,0,,1/9/21
482,2-A-0610.jpg,0,0,,12,0,0,,1/9/21
483,2-A-0611.jpg,0,0,,7,0,0,,1/9/21
484,2-A-0613.jpg,0,0,,12,0,0,,1/9/21
485,2-A-0614.jpg,0,0,,12,0,0,,1/9/21
486,2-A-0615.jpg,0,0,,12,0,0,,1/9/21
487,2-A-0616.jpg,0,0,,12,0,0,,1/9/21
488,2-A-0617.jpg,0,0,,12,0,0,,1/9/21
489,2-A-0618.jpg,0,0,,12,0,0,,1/9/21
490,2-A-0619.jpg,0,0,,12,0,0,,1/9/21
491,2-A-0620.jpg,0,0,,12,0,0,,1/9/21
492,2-A-0621.jpg,0.083333333,0,,12,1,0,,1/9/21
493,2-A-0622.jpg,0,0,,12,0,0,,1/9/21
494,2-A-0624-2.jpg,0,0,,12,0,0,***,1/9/21
495,2-A-0625.jpg,0.083333333,0,,12,1,0,,1/9/21
496,2-A-0626.jpg,0,0.083333333,,12,0,1,,1/9/21
497,2-A-0627.jpg,0,0,,12,0,0,,1/9/21
498,2-A-0628.jpg,0,0,,12,0,0,,1/9/21
499,2-A-0629.jpg,0.25,0,,12,3,0,,1/9/21
500,2-A-0630.jpg,0.083333333,0,,12,1,0,,1/9/21
501,2-A-0631.jpg,0.25,0,,12,3,0,,1/9/21
502,2-A-0632.jpg,0,0,,12,0,0,,1/9/21
503,2-A-0633.jpg,0.25,0,,12,3,0,,1/9/21
504,2-A-0634.jpg,0.083333333,0,,12,1,0,,1/9/21
505,2-A-0635.jpg,0.083333333,0,,12,1,0,,1/9/21
506,2-A-0636.jpg,0,0,,12,0,0,,1/9/21
507,2-A-0637.jpg,0,0,,12,0,0,,1/9/21
508,2-A-0638.jpg,0.333333333,0,,12,4,0,,1/9/21
509,2-A-0639.jpg,0.166666667,0,,12,2,0,,1/9/21
510,2-A-0640.jpg,0.25,0,,12,3,0,,1/9/21
511,2-A-0641.jpg,0.166666667,0,,12,2,0,,1/9/21
512,2-A-0642.jpg,0,0,,12,0,0,,1/9/21
513,2-A-0643.jpg,0.25,0,,12,3,0,,1/9/21
514,2-A-0644.jpg,0,0,,12,0,0,,1/9/21
515,2-A-0645.jpg,0.166666667,0,,12,2,0,,1/9/21
516,2-A-0646.jpg,0.083333333,0,,12,1,0,,1/9/21
517,2-A-0647.jpg,0,0,,12,0,0,,1/9/21
518,2-A-0648.jpg,0,0,,12,0,0,,1/9/21
519,2-A-0651.jpg,0,0,,12,0,0,,1/9/21
520,2-A-0652.jpg,0.083333333,0,,12,1,0,,1/9/21
521,2-A-0653.jpg,0,0,,12,0,0,,1/9/21
522,2-A-0654.jpg,0,0,,12,0,0,,1/9/21
523,2-A-0655.jpg,0,0,,12,0,0,,1/9/21
524,2-A-0656.jpg,0.083333333,0,,12,1,0,,1/9/21
525,2-A-0657.jpg,0,0,,12,0,0,,1/9/21
526,2-A-0658.jpg,0,0,,12,0,0,,1/9/21
527,2-A-0659.jpg,0,0,,12,0,0,,1/9/21
528,2-A-0660.jpg,0,0,,12,0,0,,1/9/21
529,2-A-0661.jpg,0,0,,12,0,0,,1/9/21
530,2-A-0662.jpg,0,0,,12,0,0,,1/9/21
531,2-A-0663.jpg,0,0,,12,0,0,,1/9/21
532,2-A-0664.jpg,0,0,,12,0,0,,1/9/21
533,2-A-0665.jpg,0,0,,12,0,0,,1/9/21
534,2-A-0666.jpg,0,0,,12,0,0,,1/9/21
535,2-A-0667.jpg,0,0,,12,0,0,,1/9/21
536,2-A-0668.jpg,0,0,,12,0,0,,1/9/21
537,2-A-0669.jpg,0,0,,12,0,0,,1/9/21
538,2-A-0670.jpg,0,0,,12,0,0,,1/9/21
539,2-A-0671.jpg,0,0,,12,0,0,,1/9/21
540,2-A-0672.jpg,0,0,,12,0,0,,1/9/21
541,2-A-0674.jpg,0.083333333,0,,12,1,0,,1/9/21
542,2-A-0675.jpg,0,0,,12,0,0,,1/9/21
543,2-A-0676.jpg,0.25,0,,12,3,0,,1/9/21
544,2-A-0677.jpg,0,0,,12,0,0,,1/9/21
545,2-A-0678.jpg,0.083333333,0,,12,1,0,,1/9/21
546,2-A-0679.jpg,0.083333333,0,,12,1,0,,1/9/21
547,2-A-0680.jpg,0,0,,12,0,0,,1/9/21
548,2-A-0681.jpg,0,0,,12,0,0,,1/9/21
549,2-A-0682.jpg,0.166666667,0,,12,2,0,,1/9/21
550,2-A-0684.jpg,0,0,,12,0,0,,1/9/21
551,2-A-0685.jpg,0,0,,12,0,0,,1/9/21
552,2-A-0686.jpg,0.166666667,0,,12,2,0,,1/9/21
553,2-A-0689.jpg,0,0,,12,0,0,,1/9/21
554,2-A-0690.jpg,0.166666667,0,,12,2,0,,1/9/21
555,2-A-0691.jpg,0.166666667,0,,12,2,0,,1/9/21
556,2-A-0692.jpg,0.083333333,0,,12,1,0,,1/9/21
557,2-A-0693.jpg,0.083333333,0,,12,1,0,,1/9/21
558,2-A-0694.jpg,0,0,,12,0,0,,1/9/21
559,2-A-0695.jpg,0.083333333,0,,12,1,0,,1/9/21
560,2-A-0696.jpg,0.083333333,0,,12,1,0,,1/9/21
561,2-A-0697.jpg,0.166666667,0,,12,2,0,,1/9/21
562,2-A-0698.jpg,0.083333333,0,,12,1,0,,1/9/21
563,2-A-0699.jpg,0.083333333,0,,12,1,0,,1/9/21
564,2-A-0700.jpg,0.083333333,0,,12,1,0,,1/9/21
565,2-A-0701.jpg,0.083333333,0,,12,1,0,,1/9/21
566,2-A-0702.jpg,0,0,,12,0,0,,1/9/21
567,2-A-0703.jpg,0.083333333,0,,12,1,0,,1/9/21
568,2-A-0704.jpg,0.083333333,0,,12,1,0,,1/9/21
569,2-A-0705.jpg,0,0,,12,0,0,,1/9/21
570,2-A-0706.jpg,0,0,,12,0,0,,1/9/21
571,2-A-0707.jpg,0.083333333,0.25,,12,1,3,,1/9/21
572,2-A-0708.jpg,0.083333333,0,,12,1,0,,1/9/21
573,2-A-0709.jpg,0,0,,12,0,0,,1/9/21
574,2-A-0710.jpg,0,0,,12,0,0,,1/9/21
575,2-A-0711.jpg,0,0,,12,0,0,,1/9/21
576,2-A-0712.jpg,0,0,,12,0,0,,1/9/21
577,2-A-0713.jpg,0.083333333,0,,12,1,0,,1/9/21
578,2-A-0714.jpg,0,0.25,,12,0,3,,1/9/21
579,2-A-0715.jpg,0,0,,12,0,0,,1/9/21
580,2-A-0716.jpg,0,0,,12,0,0,,1/9/21
581,2-A-0717.jpg,0.166666667,0,,12,2,0,,1/9/21
582,2-A-0718.jpg,0,0,,12,0,0,,1/9/21
583,2-A-0719.jpg,0,0,,12,0,0,,1/9/21
584,2-A-0720.jpg,0,0,,12,0,0,,1/9/21
585,2-A-0721.jpg,0,0,,7,0,0,,1/9/21
586,2-A-0722.jpg,0,0,,12,0,0,,1/9/21
587,2-A-0723.jpg,0,0,,12,0,0,,1/9/21
588,2-A-0724.jpg,0.083333333,0,,12,1,0,,1/9/21
589,2-A-0725.jpg,0,0,,12,0,0,,1/9/21
590,2-A-0726.jpg,0.25,0,,12,3,0,,1/9/21
591,2-A-0727.jpg,0,0,,12,0,0,,1/9/21
592,2-A-0728.jpg,0,0,,12,0,0,,1/9/21
593,2-A-0729.jpg,0.083333333,0,,12,1,0,,1/9/21
594,2-A-0730.jpg,0,0,,12,0,0,,1/9/21
595,2-A-0731.jpg,0.166666667,0,,12,2,0,,1/9/21
596,2-A-0732.jpg,0.166666667,0,,12,2,0,,1/9/21
597,2-A-0733.jpg,0.083333333,0,,12,1,0,,1/9/21
598,2-A-0734.jpg,0,0,,12,0,0,,1/9/21
599,2-A-0738.jpg,0,0,,12,0,0,,1/9/21
600,2-A-0739.jpg,0.166666667,0,,12,2,0,,1/9/21
601,2-A-0740.jpg,0,0,,12,0,0,,1/9/21
602,2-A-0741.jpg,0,0.083333333,,12,0,1,,1/9/21
603,2-A-0742.jpg,0,0,,12,0,0,,1/9/21
604,2-A-0743.jpg,0,0,,12,0,0,,1/9/21
605,2-A-0744.jpg,0,0,,12,0,0,,1/9/21
606,2-A-0745.jpg,0,0,,12,0,0,,1/9/21
607,2-A-0746.jpg,0.166666667,0,,12,2,0,,1/9/21
608,2-A-0747.jpg,0,0,,12,0,0,,1/9/21
609,2-A-0748.jpg,0.083333333,0,,12,1,0,,1/9/21
610,2-A-0750.jpg,0,0,,3,0,0,,1/9/21
611,2-A-0753.jpg,0,0,,12,0,0,,1/9/21
612,2-A-0754.jpg,0.166666667,0,,12,2,0,,1/9/21
613,2-A-0755.jpg,0,0,,12,0,0,,1/9/21
614,2-A-0756.jpg,0,0,,12,0,0,,1/9/21
615,2-A-0757.jpg,0.1,0,,10,1,0,inverted,1/9/21
616,2-A-0758.jpg,0,0,,12,0,0,,1/9/21
617,2-A-0759.jpg,0,0,,12,0,0,,1/9/21
618,2-A-0760.jpg,0,0,,12,0,0,,1/9/21
619,2-A-0761.jpg,0.083333333,0,,12,1,0,,1/9/21
620,2-A-0762.jpg,0,0,,12,0,0,,1/9/21
621,2-A-0763.jpg,0,0,,12,0,0,,1/9/21
622,2-A-0764.jpg,0,0,,12,0,0,,1/9/21
623,2-A-0765.jpg,0,0,,12,0,0,,1/9/21
624,2-A-0769.jpg,0,0,,12,0,0,,1/9/21
625,2-A-0770.jpg,0.166666667,0,,12,2,0,,1/9/21
626,2-A-0771.jpg,0.166666667,0,,12,2,0,,1/9/21
627,2-A-0772.jpg,0.166666667,0,,12,2,0,,1/9/21
628,2-A-0773.jpg,0,0,,12,0,0,,1/9/21
629,2-A-0774.jpg,0.416666667,0,,12,5,0,,1/9/21
630,2-A-0775.jpg,0.416666667,0.166666667,,12,5,2,,1/9/21
631,2-A-0776.jpg,0,0,,12,0,0,,1/9/21
632,2-A-0777.jpg,0,0,,12,0,0,,1/9/21
633,2-A-0778.jpg,0,0,,12,0,0,,1/9/21
634,2-A-0779.jpg,0.083333333,0,,12,1,0,,1/9/21
635,2-A-0781.jpg,0.083333333,0,,12,1,0,,1/9/21
636,2-A-0783.jpg,0.083333333,0,,12,1,0,,1/9/21
637,2-A-0784.jpg,0,0,,12,0,0,,1/9/21
638,2-A-0785.jpg,0.083333333,0.333333333,,12,1,4,,1/9/21
639,2-A-0786.jpg,0,0,,12,0,0,,1/9/21
640,2-A-0787.jpg,0,0,,12,0,0,,1/9/21
641,2-A-0788.jpg,0,0,,12,0,0,,1/9/21
642,2-A-0789.jpg,0,0,,12,0,0,,1/9/21
643,2-A-0790.jpg,0.166666667,0,,12,2,0,,1/9/21
644,2-A-0791.jpg,0,0,,12,0,0,,1/9/21
645,2-A-0792.jpg,0.166666667,0.083333333,,12,2,1,,1/9/21
646,2-A-0793.jpg,0,0,,12,0,0,,1/9/21
647,2-A-0794.jpg,0.25,0.083333333,,12,3,1,,1/9/21
648,2-A-0795.jpg,0,0,,12,0,0,,1/9/21
649,2-A-0796.jpg,0,0,,12,0,0,,1/9/21
650,2-A-0797.jpg,0,0,,12,0,0,,1/9/21
651,2-A-0798.jpg,0,0,,12,0,0,,1/9/21
652,2-A-0799.jpg,0,0,,12,0,0,,1/9/21
653,2-A-0800.jpg,0.083333333,0.083333333,,12,1,1,,1/9/21
654,2-A-0801.jpg,0,0,,12,0,0,,1/9/21
655,2-A-0802.jpg,0,0,,12,0,0,,1/9/21
656,2-A-0803.jpg,0,0,,12,0,0,,1/9/21
657,2-A-0804.jpg,0,0,,12,0,0,,1/9/21
658,2-A-0805.jpg,0,0,,12,0,0,,1/9/21
659,2-A-0806.jpg,0.166666667,0.083333333,,12,2,1,,1/9/21
660,2-A-0807.jpg,0.083333333,0,,12,1,0,,1/9/21
661,2-A-0808.jpg,0,0,,12,0,0,,1/9/21
662,2-A-0809.jpg,0,0,,12,0,0,,1/9/21
663,2-A-0810.jpg,0.166666667,0,,12,2,0,,1/9/21
664,2-A-0811.jpg,0.166666667,0,,12,2,0,,1/9/21
665,2-A-0812.jpg,0,0,,12,0,0,,1/9/21
666,2-A-0813.jpg,0.083333333,0,,12,1,0,,1/9/21
667,2-A-0814.jpg,0,0,,12,0,0,,1/9/21
668,2-A-0815.jpg,0,0,,12,0,0,,1/9/21
669,2-A-0816.jpg,0.25,0,,12,3,0,,1/9/21
670,2-A-0818.jpg,0,0,,12,0,0,,1/9/21
671,2-A-0819.jpg,0.083333333,0,,12,1,0,,1/9/21
672,2-A-0820.jpg,0.166666667,0,,12,2,0,,1/9/21
673,2-A-0821.jpg,0,0,,12,0,0,,1/9/21
674,2-A-0822.jpg,0.083333333,0,,12,1,0,,1/9/21
675,2-A-0823.jpg,0.083333333,0,,12,1,0,,1/9/21
676,2-A-0824.jpg,0,0,,12,0,0,,1/9/21
677,2-A-0825.jpg,0,0,,12,0,0,,1/9/21
678,2-A-0826.jpg,0,0,,12,0,0,,1/9/21
679,2-A-0827.jpg,0.083333333,0,,12,1,0,,1/9/21
680,2-A-0828.jpg,0.083333333,0,,12,1,0,,1/9/21
681,2-A-0829.jpg,0,0,,12,0,0,,1/9/21
682,2-A-0830.jpg,0.083333333,0,,12,1,0,,1/9/21
683,2-A-0831.jpg,0,0,,12,0,0,,1/9/21
684,2-A-0832.jpg,0,0,,12,0,0,,1/9/21
685,2-A-0833.jpg,0.083333333,0,,12,1,0,,1/9/21
686,2-A-0834.jpg,0,0,,12,0,0,,1/9/21
687,2-A-0835.jpg,0,0,,12,0,0,,1/9/21
688,2-A-0836.jpg,0.166666667,0,,12,2,0,,1/9/21
689,2-A-0837.jpg,0,0,,12,0,0,,1/9/21
690,2-A-0839.jpg,0,0,,12,0,0,,1/9/21
691,2-A-0840.jpg,0.083333333,0,,12,1,0,,1/9/21
692,2-A-0841.jpg,0.083333333,0,,12,1,0,,1/9/21
693,2-A-0842.jpg,0,0,,12,0,0,,1/9/21
694,2-A-0843.jpg,0,0,,12,0,0,,1/9/21
695,2-A-0844.jpg,0,0,,12,0,0,,1/9/21
696,2-A-0845.jpg,0,0,,12,0,0,,1/9/21
697,2-A-0846.jpg,0.166666667,0,,12,2,0,,1/9/21
698,2-A-0847.jpg,0.166666667,0,,12,2,0,,1/9/21
699,2-A-0848.jpg,0,0,,6,0,0,,1/9/21
700,2-A-0849.jpg,0,0,,11,0,0,,1/9/21
701,2-A-0850.jpg,0,0,,12,0,0,,1/9/21
702,2-A-0851.jpg,0,0,,12,0,0,,1/9/21
703,2-A-0853.jpg,0,0,,12,0,0,,1/9/21
704,2-A-0854.jpg,0,0,,12,0,0,,1/9/21
705,2-A-0855.jpg,0,0,,12,0,0,,1/9/21
706,2-A-0856.jpg,0.083333333,0,,12,1,0,,1/9/21
707,2-A-0857.jpg,0,0,,12,0,0,,1/9/21
708,2-A-0859.jpg,0.083333333,0,,12,1,0,,1/9/21
709,2-A-0860.jpg,0.083333333,0,,12,1,0,,1/9/21
710,2-A-0861.jpg,0.166666667,0,,12,2,0,,1/9/21
711,2-A-0862.jpg,0,0,,12,0,0,,1/9/21
712,2-A-0863.jpg,0,0,,5,0,0,,1/9/21
713,2-A-0867.jpg,0,0,,12,0,0,,1/9/21
714,2-A-0868.jpg,0,0,,12,0,0,,1/9/21
715,2-A-0869.jpg,0,0,,12,0,0,,1/9/21
716,2-A-0870.jpg,0.166666667,0,,12,2,0,,1/9/21
717,2-A-0871.jpg,0.083333333,0,,12,1,0,,1/9/21
718,2-A-0872.jpg,0,0,,12,0,0,,1/9/21
719,2-A-0873.jpg,0,0,,12,0,0,,1/9/21
720,2-A-0874.jpg,0.083333333,0,,12,1,0,,1/9/21
721,2-A-0875.jpg,0,0,,12,0,0,,1/9/21
722,2-A-0876.jpg,0.166666667,0,,12,2,0,,1/9/21
723,2-A-0877.jpg,0,0,,12,0,0,,1/9/21
724,2-A-0878.jpg,0.25,0,,12,3,0,,1/9/21
725,2-A-0879.jpg,0,0,,12,0,0,,1/9/21
726,2-A-0880.jpg,0.083333333,0.25,,12,1,3,,1/9/21
727,2-A-0881.jpg,0.083333333,0,,12,1,0,,1/9/21
728,2-A-0882.jpg,0.083333333,0,,12,1,0,,1/9/21
729,2-A-0883.jpg,0,0,,12,0,0,,1/9/21
730,2-A-0884.jpg,0.166666667,0,,12,2,0,,1/9/21
731,2-A-0885.jpg,0.083333333,0,,12,1,0,,1/9/21
732,2-A-0886.jpg,0.25,0,,12,3,0,,1/9/21
733,2-A-0887.jpg,0,0,,12,0,0,,1/9/21
734,2-A-0888.jpg,0,0,,12,0,0,,1/9/21
735,2-A-0889.jpg,0,0,,12,0,0,,1/9/21
736,2-A-0890.jpg,0,0,,12,0,0,,1/9/21
737,2-A-0891.jpg,0,0,,12,0,0,,1/9/21
738,2-A-0892.jpg,0,0,,12,0,0,,1/9/21
739,2-A-0893.jpg,0.083333333,0,,12,1,0,,1/9/21
740,2-A-0894.jpg,0,0.166666667,,12,0,2,,1/9/21
741,2-A-0895.jpg,0.083333333,0,,12,1,0,,1/9/21
742,2-A-0896.jpg,0.083333333,0,,12,1,0,,1/9/21
743,2-A-0897.jpg,0,0,,12,0,0,,1/9/21
744,2-A-0898.jpg,0,0,,12,0,0,,1/9/21
745,2-A-0899.jpg,0.083333333,0.083333333,,12,1,1,,1/9/21
746,2-A-0900.jpg,0,0,,12,0,0,,1/9/21
747,2-A-0901.jpg,0,0,,12,0,0,,1/9/21
748,2-A-0902.jpg,0.083333333,0,,12,1,0,,1/9/21
749,2-A-0903.jpg,0.166666667,0,,12,2,0,,1/9/21
750,2-A-0904.jpg,0,0,,12,0,0,,1/9/21
751,2-A-0905.jpg,0,0.166666667,,12,0,2,,1/9/21
752,2-A-0906.jpg,0.166666667,0,,12,2,0,,1/9/21
753,2-A-0907.jpg,0,0,,12,0,0,,1/9/21
754,2-A-0908.jpg,0.083333333,0.166666667,,12,1,2,,1/9/21
755,2-A-0909.jpg,0.083333333,0,,12,1,0,,1/9/21
756,2-A-0910.jpg,0,0,,12,0,0,,1/9/21
757,2-A-0911.jpg,0,0,,12,0,0,,1/9/21
758,2-A-0912.jpg,0,0,,12,0,0,,1/9/21
759,2-A-0913.jpg,0,0,,12,0,0,,1/9/21
760,2-A-0914.jpg,0,0.083333333,,12,0,1,,1/9/21
761,2-A-0915.jpg,0,0,,12,0,0,,1/9/21
762,2-A-0916.jpg,0,0,,12,0,0,,1/9/21
763,2-A-0917.jpg,0.166666667,0,,12,2,0,,1/9/21
764,2-A-0918.jpg,0,0,,12,0,0,,1/9/21
765,2-A-0919.jpg,0,0,,12,0,0,,1/9/21
766,2-A-0920.jpg,0,0,,12,0,0,,1/9/21
767,2-A-0923.jpg,0,0,,12,0,0,,1/9/21
768,2-A-0924.jpg,0.083333333,0,,12,1,0,,1/9/21
769,2-A-0925.jpg,0,0,,12,0,0,,1/9/21
770,2-A-0926.jpg,0,0,,12,0,0,,1/9/21
771,2-A-0927.jpg,0,0,,12,0,0,,1/9/21
772,2-A-0928.jpg,0,0,,12,0,0,,1/9/21
773,2-A-0929.jpg,0.083333333,0,,12,1,0,,1/9/21
774,2-A-0930.jpg,0,0,,12,0,0,,1/9/21
775,2-A-0931.jpg,0,0,,12,0,0,,1/9/21
776,2-A-0932.jpg,0,0,,12,0,0,,1/9/21
777,2-A-0934.jpg,0.25,0,,12,3,0,,1/9/21
778,2-A-0938.jpg,0,0,,12,0,0,,1/9/21
779,2-A-0939.jpg,0.333333333,0,,12,4,0,,1/9/21
780,2-A-0941.jpg,0.333333333,0,,9,3,0,,1/9/21
781,2-A-0942.jpg,0,0,,12,0,0,,1/9/21
782,2-A-0943.jpg,0.083333333,0,,12,1,0,,1/9/21
783,2-A-0945.jpg,0,0,,12,0,0,,1/9/21
784,2-A-0946.jpg,0,0,,12,0,0,,1/9/21
785,2-A-0947.jpg,0,0,,12,0,0,,1/9/21
786,2-A-0948.jpg,0,0,,12,0,0,,1/9/21
787,2-A-0949.jpg,0.083333333,0,,12,1,0,,1/9/21
788,2-A-0950.jpg,0.166666667,0,,12,2,0,,1/9/21
789,2-A-0951.jpg,0.25,0,,12,3,0,,1/9/21
790,2-A-0952.jpg,0,0,,12,0,0,,1/9/21
791,2-A-0953.jpg,0,0,,7,0,0,,1/9/21
792,2-A-0954.jpg,0,0,,12,0,0,,1/9/21
793,2-A-0955.jpg,0.083333333,0,,12,1,0,,1/9/21
794,2-A-0956.jpg,0,0,,12,0,0,,1/9/21
795,2-A-0957.jpg,0,0,,12,0,0,,1/9/21
